federal_account_symbol,federal_account_name,agency_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total
024-0206,"Government Payment for Annuitants, Employees' Health Benefits, Office of Personnel Management",Office of Personnel Management,Health,Health care services,0.00,0.00,12904469439.22,0.00,0.00,0.00,0.00,12904469439.22,12904469439.22,0.00,0.00,12848775757.36,12904469439.22
070-0701,"Grant Programs, Emergency Preparedness and Response, Homeland Security",Department of Homeland Security,Community and Regional Development,Disaster relief and insurance,0.05,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
417-0100,"Grants and Administration, National Endowment for the Arts, National Foundation on the Arts and Humanities",National Endowment for the Arts,"Education, Training, Employment, and Social Services",Research and general education aids,6707264.92,1852609.21,152849000.00,0.00,0.00,710969.46,710969.46,162119843.59,153587214.31,1852609.21,8532629.28,144780102.21,162119843.59
418-0200,"Grants and Administration, National Endowment for the Humanities, National Foundation on the Arts and Humanities",National Endowment for the Humanities,"Education, Training, Employment, and Social Services",Research and general education aids,8569483.70,1214434.52,152848000.00,0.00,0.00,787152.77,787152.77,163419070.99,143692611.35,1214434.52,19726459.64,145559835.25,163419070.99
036-0181,"Grants for Construction of State Extended Care Facilities, Departmental Administration, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,91846914.84,27863817.96,685000000.00,0.00,0.00,0.00,0.00,804710732.80,346188497.76,27863817.96,458522235.04,102856612.09,804710732.80
069-1131,"Grants for Energy Efficiency and Greenhouse Gas Reductions, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,705190.00,-705190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1455798.00,0.00,7510662.00,0.00
020-0140,"Grants for Specified Energy Property in Lieu of Tax Credits - Recovery Act, Departmental Offices, Treasury",Department of the Treasury,Energy,Energy supply,0.00,0.00,47721884.00,0.00,0.00,0.00,0.00,47721884.00,47721884.00,0.00,0.00,47721884.00,47721884.00
036-0183,"Grants for the Construction of State Veterans Cemeteries, Departmental Administration, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Other veterans benefits and services,4803991.44,4462275.58,45000000.00,0.00,0.00,0.00,0.00,54266267.02,50096468.00,4462275.58,4169799.02,45885828.16,54266267.02
069-2813,"Grants-In-Aid for Airports, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,0.00,0.00,1000000000.00,0.00,0.00,0.00,0.00,1000000000.00,1000000000.00,0.00,0.00,1000000000.00,1000000000.00
069-8106,"Grants-In-Aid for Airports, Liquidation of Contract Authorization, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,17987562.26,125756916.10,1000000000.00,0.00,3350000000.00,946133.06,3350946133.06,4494690611.42,3680238087.24,125756916.10,814452524.18,3190195036.48,4494690611.42
013-5521,"Grants to Manufacturers of Worsted Wool Fabrics, International Trade Commission, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00
075-0512,"Grants to States for Medicaid, Centers for Medicare and Medicaid Services, Health and Human Services",Department of Health and Human Services,Health,Health care services,834744.00,45047679545.08,410017836000.19,0.00,0.00,1417384705.00,1417384705.00,456483734994.27,441392376014.87,45047679545.08,15091358979.40,405356037468.99,456483734994.27
075-0518,"Grants to States for Medicaid - Recovery Act, Centers for Medicare and Medicaid Services, Health and Human Services",Department of Health and Human Services,Health,Health care services,308973455.87,2309182.62,0.00,0.00,0.00,0.00,0.00,311282638.49,0.00,2309182.62,311282638.49,2322298.15,311282638.49
069-0704,"Grants to the National Railroad Passenger Corporation, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,45031563.16,172291.34,0.00,0.00,0.00,0.00,0.00,45203854.50,0.00,172291.34,45203854.50,5299160.68,45203854.50
012-3304,"Grassroots Source Water Protection Program, Farm Service Agency, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,0.00,0.00,6500000.00,0.00,0.00,0.00,0.00,6500000.00,6500000.00,0.00,0.00,6500000.00,6500000.00
020-0126,"GSE Mortgage-Backed Securities Purchase Program Account, Departmental Offices, Treasury",Department of the Treasury,Commerce and Housing Credit,Mortgage credit,57959034.65,-49392729.98,1868000.00,0.00,0.00,0.00,0.00,10434304.67,2017703.51,0.00,8416601.16,1934369.48,10434304.67
091-0230,"Guaranteed Student Loans, Liquidating Account, Education",Department of Education,"Education, Training, Employment, and Social Services",Higher education,98792750.71,-85198049.58,0.00,0.00,0.00,193048482.92,193048482.92,206643184.05,36020469.06,13594701.13,170622714.99,27885327.58,206643184.05
086-0238,"Guarantees of Mortgage-Backed Securities Capital Reserve Account, Government National Mortgage Association, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,17123722133.98,-3758771194.06,0.00,0.00,0.00,2804019630.76,2804019630.76,16168970570.68,0.00,0.00,16168970570.68,0.00,16168970570.68
086-4238,"Guarantees of Mortgage-Backed Securities Fund, Government National Mortgage Association, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,128666302.12,-29911358.00,0.00,0.00,0.00,2442434.47,2442434.47,101197378.59,141780.76,0.00,101055597.83,594702.64,101197378.59
086-0186,"Guarantees of Mortgage-Backed Securities Loan Guarantee Program Account, Government National Mortgage Association, Department of Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,330243617.90,360292146.50,0.00,0.00,0.00,30397499.80,30397499.80,720933264.20,372707199.37,11398429.52,348226064.83,220125030.04,720933264.20
471-1770,Gulf Coast Ecosystem Restoration Council,Gulf Coast Ecosystem Restoration Council,Community and Regional Development,Area and regional development,120654029.19,390209.78,0.00,0.00,0.00,58933688.00,58933688.00,179977926.97,94034301.09,390209.78,85943625.88,21485851.69,179977926.97
013-1455,"Gulf Coast Ecosystem Restoration Science, Observation, Monitoring and Technology, National Oceanic and Atmospheric Administration, Commerce",Department of Commerce,Natural Resources and Environment,Pollution control and abatement,2466884.22,26002.49,0.00,0.00,0.00,6270365.00,6270365.00,8763251.71,5867591.81,26002.49,2895659.90,5101923.64,8763251.71
020-8625,"Gulf Coast Restoration Trust Fund, Bureau of the Fiscal Service, Treasury",Department of the Treasury,Community and Regional Development,Area and regional development,884049942.77,787558.47,178987167.88,0.00,0.00,0.00,0.00,1063824669.12,107254967.95,787558.47,956569701.17,77561397.48,1063824669.12
070-5389,"H-1B and L Fraud Prevention and Detection Account, Citizenship and Immigration Services, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,41829227.75,2358057.11,51090438.87,0.00,0.00,0.00,0.00,95277723.73,62099136.15,2268992.25,33178587.58,54934272.59,95277723.73
019-5515,"H-1B and L Fraud Prevention and Detection Account, State",Department of State,International Affairs,Conduct of foreign affairs,144530757.03,1217996.55,50894812.86,0.00,0.00,0.00,0.00,196643566.44,63527936.26,1217996.55,133115630.18,32383368.77,196643566.44
016-5393,"H-1B and L Fraud Protection and Detection Account, Wage and Hour Division, Labor",,"Education, Training, Employment, and Social Services",Other labor services,8117546.18,98855.94,50894812.86,0.00,0.00,0.00,0.00,59111214.98,52218342.61,98855.94,6892872.37,53513939.17,59111214.98
070-8870,"Harbor Maintenance Fee Collection, USCS, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,0.00,0.00,3274000.00,0.00,0.00,0.00,0.00,3274000.00,3274000.00,0.00,0.00,3274000.00,3274000.00
096-8863,"Harbor Maintenance Trust Fund - Treasury Managed, Corps of Engineers - Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,0.00,0.00,1392877028.00,0.00,0.00,0.00,0.00,1392877028.00,1392877028.00,0.00,0.00,1392877028.00,1392877028.00
012-5462,"Hardwood Technology Transfer and Applied Research Fund, Forest Service,  Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,335550.52,0.00,0.00,0.00,0.00,0.00,0.00,335550.52,0.00,0.00,335550.52,0.00,335550.52
372-8296,"Harry S. Truman Memorial Scholarship Trust Fund, Harry S Truman Scholarship Foundation",Harry S Truman Scholarship Foundation,"Education, Training, Employment, and Social Services",Higher education,21016352.36,0.00,1761620.64,0.00,0.00,0.00,0.00,22777973.00,2805359.80,0.00,19972613.20,2805137.00,22777973.00
012-0500,"Hazardous Materials Management, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,156542.84,5747405.90,3503000.00,0.00,0.00,0.00,0.00,9406948.74,9039990.88,5747405.90,366957.86,5078595.34,9406948.74
069-1401,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",Department of Transportation,Transportation,Other transportation,14739600.92,-383700.26,59000000.00,0.00,0.00,654421.19,654421.19,74010321.85,57583122.71,662524.42,16427199.14,56721792.84,74010321.85
068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,3389986023.46,126084669.16,1281133339.47,0.00,0.00,16960213.42,16960213.42,4814164245.51,1506004887.69,126084669.16,3308159357.82,1378299461.39,4814164245.51
068-4330,"Hazardous Waste Electronic Manifest System Fund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,2279195.93,278424.64,3237296.33,0.00,0.00,436703.67,436703.67,6231620.57,5394033.29,278424.64,837587.28,5191461.02,6231620.57
075-8393,"Health Care Fraud and Abuse Control Account, Department of Health and Human Services",Department of Health and Human Services,Medicare,Medicare,458427514.88,41776010.27,2021092956.00,0.00,0.00,0.00,0.00,2521296481.15,2018641908.96,41776010.27,502654572.19,1770367658.62,2521296481.15
075-1700,"Healthcare Research and Quality, Healthcare Research and Quality, Health and Human Services",Department of Health and Human Services,Health,Health research and training,25686047.94,14228778.65,333171000.00,0.00,0.00,16519247.08,16519247.08,389605073.67,359606610.70,13808580.36,29998462.97,356708924.83,389605073.67
075-0357,"Health Care Systems, Health Resources and Services Administration, Health and Human Services",Department of Health and Human Services,Health,Health care services,8777283.50,-907885.29,111415819.00,0.00,0.00,737581.59,737581.59,120022798.80,113501533.39,4036550.54,6521265.41,98290316.33,120022798.80
075-0365,"Health Centers Malpractice Claims, Health Resources and Services Administration, Health and Human Services",Department of Health and Human Services,Health,Health care services,51569236.29,1451652.00,114893000.00,0.00,0.00,0.00,0.00,167913888.29,120664919.66,1451652.00,47248968.63,116797287.08,167913888.29
091-4299,"Health Education Assistance Loans Liquidating Account, Education",Department of Education,Health,Health research and training,5515563.31,-5515563.31,0.00,0.00,0.00,6143860.50,6143860.50,6143860.50,1113955.80,0.00,5029904.70,1113955.80,6143860.50
075-0340,"Health Education Assistance Loans Program Account, Health Resources and Services Administration",Department of Health and Human Services,Health,Health research and training,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
075-0111,"Health Insurance Consumer Information, Office of the Secretary, Health and Human Services",Department of Health and Human Services,Health,Health care services,1935058.84,0.00,0.00,0.00,0.00,0.00,0.00,1935058.84,0.00,0.00,1935058.84,30611.22,1935058.84
075-0119,"Health Insurance Reform Implementation Fund, Departmental Management, Health and Human Services",Department of Health and Human Services,Health,Health care services,5662394.14,104375.14,0.00,0.00,0.00,0.00,0.00,5766769.28,4636405.32,104375.14,1130363.96,49808.92,5766769.28
075-0350,"Health Resources and Services, Health Resources and Services Administration",Department of Health and Human Services,Health,Health care services,32696962.94,-4717705.04,6000000.00,0.00,0.00,24182186.46,24182186.46,58161444.36,28744873.78,1106707.12,29416570.58,24816212.44,58161444.36
075-1362,"Health Surveillance and Program Support, Substance Abuse and Mental Health Services Administration, Health and Human Services",Department of Health and Human Services,Health,Health care services,1473127.55,13898051.08,148830000.00,0.00,0.00,30337797.41,30337797.41,194538976.04,172474645.29,7746672.09,22064330.75,155461481.89,194538976.04
075-0353,"Health Workforce, Health Resources and Services Administration, Health and Human Services",Department of Health and Human Services,Health,Health research and training,96846175.71,7970752.11,1058452364.00,0.00,0.00,32938916.82,32938916.82,1196208208.64,957846718.88,22637870.23,238361489.76,844379252.35,1196208208.64
012-0015,"Healthy Foods Financing Initiative, Rural Business-Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Community development,1000000.00,0.00,1000000.00,0.00,0.00,0.00,0.00,2000000.00,2000000.00,0.00,0.00,0.00,2000000.00
012-1090,"Healthy Forests Reserve Program, Natural Resources Conservation Service",Department of Agriculture,Natural Resources and Environment,Conservation and land management,93.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,0.00,0.00,93.00,0.00,93.00
014-4053,"Helium Fund, Bureau of Land Management",Department of the Interior,Natural Resources and Environment,Other natural resources,276858098.50,-113753832.38,0.00,0.00,0.00,127139766.90,127139766.90,290244033.02,20195450.51,1246167.62,270048582.51,17274003.26,290244033.02
